Article,Origin_City,article_length,Date,since_Date_years,Heading,NewsType,rownumber
"JAMAICA: West Indies have added 19-year-old fast bowler Alzarri Joseph to their squad for the second test against India starting in Jamaica on Saturday.</strongJoseph brings genuine pace to a West Indies attack that struggled for penetration in a lopsided innings and 92-run defeat in the first test in Antigua last week.The Antiguan teenager earned selection after impressing in the under-19 World Cup won by West Indies in February. He bowled the fastest delivery of the tournament, clocked at 143 kilometres per hour.Joseph has played just eight first class matches, picking up 24 wickets at an average of a tad over 24.West Indies veteran Marlon Samuels described Joseph as “young, fit, fast and fearless” and chairman of selectors Courtney Browne thought the youngster was ready for promotion.""We feel that Alzarri … will now benefit from the professional guidance of our coaching staff and the presence of fast bowling legend Joel Garner as manager,"" Browne said.Joseph’s addition brings the squad to 14 players, with nobody dropped after the first test, where India piled up 566 for eight declared.Shannon Gabriel was the only genuine quick in that line-up, backed by fast-medium exponents Jason Holder and Carlos Brathwaite.Early reports suggest the pitch at Sabina Park in Kingston may be green and give the fast bowlers some assistance in the second of the four tests in the series.West Indies also underperformed with the bat in the first test, compiling scores of only 243 and 231.Samuels, who scored one and 50, says it is time he raised his test batting to the level of his performances in Twenty20 and One Day Internationals.He averages only 33.39 in test matches, less than his ODI average and not far shy of his Twenty20 average.“I haven’t been getting the runs I’ve been looking for in the test arena but I’ve been making up in the shorter version,” the 35-year-old said.“It’s up to me to focus more and (put) in some big performance so the team can benefit.”He said he felt “a lot of pressure” and was aware he needed to temper his aggression at times and focus on occupying the crease.“I’m batting at four, so I have to dominate. The responsibility is great so I have to change my game.”",JAMAICA,2214,2016-07-29T00:00:00.000Z,8,Windies add teenage paceman Joseph test squad,sports,1997
"LONDON: With one month of the transfer window left remaining, Premier League clubs are poised to push escalating fees closer to another new record this week.</strongThe projected move of France midfielder Paul Pogba from Juventus back to Manchester United for a world record one hundred million pounds ($132.3 million) would take spending by the 20 teams to almost 600m, adding to the 175m recorded by accountancy firm Deloitte in the January window.Last year was the first in which annual fees reached one billion pounds.So far this close-season Arsenal -- criticised in the past by many supporters for not spending enough -- have recorded the highest individual outlay by paying 35 million pounds for Swiss midfielder Granit Xhaka.But Pogba's proposed return to Old Trafford would dwarf that and all other sums in the history of the sport, smashing the world record of 85.3 million pounds that Real Madrid paid for Wales forward Gareth Bale three years ago.Arsenal manager Arsene Wenger is among those who are bemused by how high fees have risen but still believes there is no longer any limit.""Since I've been in the sport I always thought it can't go any higher up and I've always been wrong,"" he told reporters.""Maybe it will be 200 or 300m, who knows?""Trevor Francis, the first million-pound player in English football back in 1979, said he was surprised the new world record might be set by a midfield player.""I really thought if (100m) was paid, it was going to be for a striker who could be a match-winner and probably provide you with 30 goals a season,"" he told BBC Radio.""Possibly the only two I thought could command that figure were Cristiano Ronaldo and Lionel Messi because people realise they are exceptional talents that will go down in the history of the game.""BROADCASTING DEAL</strongWith a lucrative new broadcasting deal coming into effect this season and new managers taking over at Chelsea and the two Manchester clubs, it is perhaps not surprising that a spending spree has materialised.Under Antonio Conte, Italy's head coach at Euro 2016. Chelsea paid more than 30 million pounds for beach of Marseille's Michy Batshuayi and Leicester City's N'Golo Kante.The fee for Kante, who helped Leicester become surprise Premier League champions, clearly illustrated football's inflation rate -- a year ago the midlands club paid barely one-sixth as much for him.Former Chelsea manager Jose Mourinho was always likely to spend big in attempting to revive Manchester United, with Pogba expected to become his fourth major signing.Ironically, the most exciting of them could be Zlatan Ibrahimovic, who arrived on a free transfer from Paris St Germain and scored a spectacular goal on Saturday four minutes into his debut.Pep Guardiola, having already spent 35 million pounds at Manchester City, was reported by British media on Sunday to be on the verge of almost doubling that by signing German forward Leroy Sane from Schalke 04.At the other end of the spectrum, Burnley and managerless Hull City, two of the newly promoted clubs, have hardly begun recruiting.Once they do over the next 31 days, the amount of money shelled out will only increase. ",LONDON,3180,2016-07-31T00:00:00.000Z,8,Premier League transfer fees poised to break record,sports,2005
"NEW YORK:  Challenger Carl Frampton defeated Mexico´s Leo Santa Cruz by a majority decision Saturday to claim the WBA featherweight crown and become the first boxer from Northern Ireland to win titles in two divisions.The 29-year-old Frampton controlled the fight between the two undefeated boxers in the early rounds. He then held on for the win as Santa Cruz gained steam in the middle rounds before the two closed it out by exchanging punches in the middle of the ring as the final bell sounded.Frampton, who was born in Belfast, improved to 23-0 with 14 knockouts as he had to overcome a height advantage after moving up to fight at a higher weight class.One judge scored it even, 114-114, while the other two gave it to Frampton 117-111 and 116-112 in front of a crowd of about 8,000 at the Barclays Center arena.Frampton previously held the IBF and WBA super-bantamweight titles.Frampton punctuated his impressive early round performance by staggering the champion in the second round with a left hook. His shot counter shot slammed into the right side of Santa Cruz´s head, sending the Mexican stumbling backwards into the ropes with 45 seconds left in the round.Frampton then padded his lead by winning the next three rounds before Santa Cruz turned it on in the sixth, which proved to be one of his best rounds of the fight as he landed some solid combination punches.But Santa Cruz´s inability to score enough points in the early going caught up to him as Frampton did not tire in the later rounds. ",NEW YORK,1509,2016-07-31T00:00:00.000Z,8,Frampton stops Santa Cruz to win WBA featherweight ti,sports,2009
"ISTANBUL: The foiled coup attempt seeking to unseat the government of President Recep Tayyip Erdogan has cost the Turkish economy 300 billion lira ($100 billion/90 billion euro), the trade minister was quoted as saying on Tuesday.</strongCustoms and Commerce Minister Bulent Tufenkci was quoted as saying by the Hurriyet newspaper the heavy price tag may even go up but insisted that Turkey´s economic fundamentals were solid.""Warplanes, helicopters, weapons, bombs, buildings: 300 billion lira. Maybe I am underestimating a bit,"" he said, referring to the heavy destruction on the night of the coup.""It might go up even more,"" he said.But the minister warned that the entire picture should be seen in a medium-term context even if some investors had been put off in the short-term.""The putschists made Turkey seem like a third world country,"" he fumed.""They (investors) are not coming after the images revealed tanks were deployed on the streets, parliament was bombed,"" he said, adding that some foreign orders had been cancelled in the wake of the coup.But Tufenkci said despite all this Turkey had managed to control the situation.""Had the coup taken place in another country, markets would not have opened earlier than in a week,"" he said. The coup took place on Friday July 15 but financial markets in Turkey opened as normal after the weekend.""The interest rates didn´t rise extraordinarily. The stock exchange´s losses have been limited. There´s no need to revise growth or export figures. The nation has stood firm.""The government has suspended annual leave of public sector personnel in the wake of the coup attempt, blamed by the government on supporters of US-based Islamic preacher Fethullah Gulen.This measure has affected the tourism industry, already hit by foreigners staying away over security fears after a spate of attacks as well as a crisis with Russia.""Because of a ban on annual leave, one million (tourism) reservations had been cancelled,"" the minister said.The number of foreigners visiting Turkey dropped over 40 percent in June to its lowest level this year but there is optimism the Russians will come back after Ankara mended fences with Moscow.""From now on tourism will also rally,"" said Tufenkci.",ISTANBUL,2236,2016-08-02T00:00:00.000Z,8,Coup costsTurkey economy 100 billion minister,business,2045
"RIYADH: Saudi Arabia has appointed a princess to oversee women´s sports in the ultra-conservative kingdom, even as the country has doubled the number of female athletes representing it at the Olympics.Princess Reema bint Bandar bin Sultan was named head of the women´s section at the General Authority for Sports, which acts as the kingdom´s sports ministry, the official SPA news agency said.It did not specify what her responsibilities would be.Princess Reema is the daughter of the once-powerful Prince Bandar bin Sultan, who was the Saudi ambassador to Washington for 22 years until 2005. She was educated in the United States.""I am honoured to serve my nation,"" SPA quoted Princess Reema as saying.Women face significant obstacles to competing in sport in Saudi Arabia, where women have to cover from head to toe and are banned from driving.Four Saudi female athletes are however taking part in the Olympics this year in Rio, where they arrived with seven Saudi men on Monday.These sportswomen include marathon runner Sarah al-Attar, judoka Wujud Fahmi, fencer Lubna al-Omair and 100m runner Cariman Abu al-Jadail.Both Attar and Fahmi were returning to the games after they became the country´s first female Olympians in London four years ago.In a first in 2014, a Saudi state school introduced sports for girls, after a call for lifting a ban on women in sports.Saudi authorities shut down private gyms for women in 2009 and 2010, and women are effectively barred from sports arenas by strict rules on segregation of the sexes in public.",RIYADH,1543,2016-08-02T00:00:00.000Z,8,Saudi appoints princess to oversee womens spor,sports,2053
"Rio de Janeiro: The Olympic flame landed by boat in Rio de Janeiro on Wednesday to a welcome committee of samba dancers, cheering crowds and small protests ahead of the opening ceremony.After a torch relay passing through more than 300 towns and cities, the flame was taken by Brazilian Olympic sailing heroes Lars and Torben Grael on a yacht crossing from Niteroi to a naval academy.Rio Mayor Eduardo Paes stood on the dock to receive the flame, which burned in a brass lamp and was then used to light the torch.The mayor, widely seen as hoping to use the Olympics as a springboard for his presidential ambitions, then changed into sports clothes to start the relay through the host city. Costumed dancers and musicians from some of Rio´s most famous samba schools turned the occasion into a street party.""Long live the Olympics and welcome to the Olympic flame in the most beautiful and incredible of all cities, the love of my life, Rio de Janeiro,"" Paes said.Lars Grael said his role in bringing the flame prompted ""huge emotions.""The torch was then passed on, from hand to hand, in a route snaking through the historic city center. It will criss-cross the city before being taken into the Maracana stadium late Friday to light the cauldron in the opening ceremony.Brazilians angry at the cost of the Olympics, failing social services, economic decline and corruption have mounted numerous protests along the torch relay route.There are also tensions over a political crisis in which suspended president Dilma Rousseff faces being ejected from office within weeks, to be replaced by her enemy Michel Temer.The torch was briefly extinguished during violent clashes between demonstrators and police last week in Angra dos Reis, a coastal resort south of Rio.",Rio de Janeiro,1760,2016-08-03T00:00:00.000Z,8,Olympic torch parades through Rio ahead of G,sports,2069
"BIRMINGHAM: Sohail Khan marked his return to Test cricket after a five-year absence with four wickets as Pakistan reduced England to 184 for five at tea on the first day of the third Test at Edgbaston on Wednesday.The 32-year-old right-arm quick removed a quartet of top-order batsman -- Alex Hales, Joe Root, James Vince and Jonny Bairstow -- on his way to tea figures of four for 61 in 16 overs.It was a return made all the more impressive as Sohail´s previous two Tests -- against Sri Lanka at Karachi in 2009 and against Zimbabwe in Bulawayo in 2011 -- had yielded a combined haul of one for 245.A stress fracture of the back after last year´s World Cup provided a further check on his progress.Nevertheless, Sohail was recalled in place of Wahab Riaz as Pakistan broke up the all left-arm pace attack they had deployed for the first two Tests of this four-match contest following England´s 330-run series-levelling win at Old Trafford.Sohail made the most of his chance after Pakistan captain Misbah-ul-Haq won the toss and fielded on a gloomy morning, with some moisture still in the pitch after overnight rain.An unconvincing Hales (17) fell when he was caught behind after edging a good-length Sohail ball.Root had made a Test-best 254 at Old Trafford in a match where he and century-maker Alastair Cook, the England captain scored 506 runs between them for just twice out. Misbah had described the pair as the ""pillars"" of an otherwise fragile-looking England top order.Pakistan knocked down the first of those pillars when Root, playing one of his favourite back-foot forcing shots, edged Sohail and was held by sometimes fallible slip fielder Mohammad Hafeez for just three.Sohail had taken two wickets for eight runs in nine balls and England were 48 for two.Left-handed opener Cook, carrying on from where he left off in Manchester, made 45 in 52 balls, including eight fours. But Rahat Ali had him lbw with a full-length ball that struck Cook on the front pad. Cook reviewed, more in hope than expectation, but was duly given out to leave England 75 for three.In seven Tests since England´s nailbiting two-run win over Australia in 2005 no team batting first had won a Test at Edgbaston.Vince, yet to make a fifty in his seven previous Test innings, again flirted with danger outside off stump before guiding England to 100 for three at lunch.On 39, an uncertain defensive prod outside off stump against Sohail saw Vince edge low to second slip Younis Khan.Bairstow had rescued England from many a dire position in recent Tests. But he made just 12 before, trying to cut a sharply bouncing Sohail delivery, he was caught behind by opposing wicket-keeper Sarfraz Ahmed.Sohail had taken two for six in 10 balls, with England now 158 for five.",BIRMINGHAM,2754,2016-08-03T00:00:00.000Z,8,Sohail stars for Pakistan against England,sports,2070
"BIRMINGHAM: Pakistan captain Misbah-ul-Haq won the toss and asked England to bat first in overcast conditions in the third test in Birmingham on Wednesday.</strongThe four-match series is level at 1-1.England made one change to their team with fast bowler Steven Finn replacing injured all-rounder Ben Stokes.Pakistan brought in opening batsman Sami Aslam and fast bowler Sohail Khan in place of Shan Masood and Wahab Riaz.England:</ Alastair Cook (captain), Alex Hales, Joe Root, James Vince, Gary Ballance, Jonny Bairstow (wicketkeeper), Moeen Ali, Chris Woakes, Stuart Broad, Steven Finn, James AndersonPakistan:</ Mohammad Hafeez, Sami Aslam, Azhar Ali, Younus Khan, Misbah-ul-Haq (captain), Asad Shafiq, Sarfraz Ahmed (wicketkeeper), Yasir Shah, Mohammad Amir, Sohail Khan, Rahat Ali",BIRMINGHAM,823,2016-08-03T00:00:00.000Z,8,Pakistan win toss ask England bat third,sports,2072
"Rio de Janeiro: Britain´s Adam Peaty launched his Rio Olympic campaign with a bang, clocking a world record 57.55sec in the heats of the 100m breaststroke on Saturday.Peaty lowered the world mark of 57.92 that he set in London on April 17, 2015.",Rio de Janeiro,245,2016-08-06T00:00:00.000Z,8,Britains Peaty breaks 100m breaststroke world record,sports,2117
"ISLAMABAD: The newly introduced sales tax automation system would help generate additional billions of rupees for the national exchequer besides ensuring transparency discipline and proper monitoring of sales and purchase all across the country.</strongThe Sales Tax Real time Invoice Verification Strive System has been put in place to check leakages in the tax system and improve overall revenue collections, Member Sales Tax Dr. M. Irshad said while talking to APP here.He said that the purpose of the system was to check under invoicing as well as flying invoicing which has been causing damages of billions of rupees to the government in terms of tax evasion.He said that although the system has been put in place since the commencement of the current fiscal year however the actual impact could be evaluated after August 18 when the FBR receives returns from the sales taxpayers.“We expect that with the help of this system additional Rs40 to Rs 50 billion per annum revenue could be collected by checking and removing the loopholes and leakages,” he added.As per the system all the companies and individuals involved in selling of goods would be bound to submit electronically their invoices of previous month to the FBR by 10th of next month and later file their returns by 18th of that month.This practice would help FBR to recheck and re examines the tax collection when the invoices and actual files are submitted hence it would not only help check the bottlenecks in the tax collection system but would also make the overall system transparent.He said that since the system was in place since July 1 2016 so the sales taxpayers are bound to submit their invoices (annexes) by 10th of August and file their returns by August 18. The board would then make cross check to ensure that no under voicing and flying invoicing has been included for the purpose of tax evasion, he told APP.He was of the view that FBR had been facing such problems for a long time and it was after long consideration that this software has been developed to overcome the problems.He said that before launching the software the FBR had launched a pilot project and approached businessmen and chambers to inform them and create awareness among them regarding the system.The member ST FBR said that similar systems have been developed to check sales tax evasion by vendors and electricity distribution companies (Discos) all across the country.In future two more software are being developed to introduce same facility in the real estate business and motor registration system.He said that the FBR has taken many incentives to revamp the existing sales tax system to facilitate taxpayers and also improve revenue collection system by making it taxpayer friendly transparent and disciplined.Meanwhile the FBR and Auditor General for Pakistan Revenues (AGPR) have joined hands to check tax evasions of billions of rupees by monitoring sale and purchase activities of government vendors.The FBR in collaboration with AGPR has put a mechanism in place to monitor and access complete data of sale and purchase of government vendors through Monitoring and Invoice Verification System in order to check almost 80 percent of the sales tax evasion by the vendors, a senior official of the board told APP.As per the common practice the government vendors were filing only one fifth of the sales tax on Sales Tax Return Number (STRN) with Accountant General Office (AG) on their own while evading 80 percent government tax due to non availability of the STN verification facility at AGP.The purpose is to check the malpractice that has been inflicting huge loss to national exchequer in terms of tax evasion adding that with this system the cross verification of the STRN of all the vendors working with government could be verified.The FBR would also involve District Controller Accounts for properly accessing the data of the government vendors and contractors and ask them for filing of 80 percent sales tax account in order to recover huge amount evaded in terms of the sales tax.",ISLAMABAD,4063,2016-08-12T00:00:00.000Z,8,Sales Tax initiatives check huge tax evasi,business,2163
"KARACHI: Pakistan shares closed at an all-time high on Tuesday, helped by gains in food and personal care, oil and cement stocks.</strongThe benchmark 100-share index of the Pakistan Stock Exchange closed 0.05 percent, or 19.65 points, higher at 40,050.17.""Market witnessed more of a consolidation above the 40,000 level as the results season continues,"" said Fawad Khan, head of research at KASB Securities Pvt Ltd.Dewan Cement Ltd gained 0.16 percent, Lucky Cement Ltd rose 0.70 percent and Kohat Cement Co Ltd climbed 2.41 percent.Nestle Pakistan Ltd gained 0.87 percent, while Oil and Gas Development Co Ltd rose 0.45 percent.The rupee ended at 104.67/104.71 per dollar, compared with Monday´s close of 104.66/104.70.Overnight rates in the money market fell to 5.85 percent from Monday´s close of 5.90 percent. ",KARACHI,822,2016-08-16T00:00:00.000Z,8,Pakistan Stock Exchange ends all time hig,business,2175
"JOHANNESBURG: South Africa´s wealthy Gupta family with influential ties to President Jacob Zuma said Saturday they plan to sell all their business interests in the country by the end of the year.</strongThe family, who had immigrated from India in the 1990s and owns a business empire with interests ranging from media to mining, said it was already in talks with ""several international prospective buyers.""""As a family, we now believe that the time is right for us to exit our shareholding of the South African businesses which we believe will benefit our existing employees, and lead to further growth in the businesses,"" said a statement issued by their holding company Oakbay Investments.The Gupta family companies led by brothers Atul, Ajay and Rajesh, have over the years been embroiled in scandals, including accusations of having undue influence over Zuma.Some members of Zuma´s family were once employed in Gupta companies, including his son Duduzane who used to be their business partner.In April the Guptas stepped down from all executive and non-executive positions in Oakbay Investments, following intense scrutiny over their dealings with the government.The move was also reportedly linked to the closure of the firm´s accounts by two major banks.The extent of the Guptas´ political influence came to light early this year when a deputy minister revealed that the family had offered him the position of finance minister before Zuma suddenly removed then minister Nhlanhla Nene in December 2015.Some Gupta-owned firms include a 24-hour television news channel, a newspaper, gold and uranium mining firms and a computer business.",JOHANNESBURG,1648,2016-08-28T00:00:00.000Z,8,Politically connected Gupta family to sell South Africa compani,business,2203
"ISLAMABAD: Finance Minister Ishaq Dar will launch Tax Directory of Parliamentarians and general tax payers here at the Federal Board of Revenue (FBR) today.</strongIt may be mentioned here that the cabinet approved the publication of Tax Directory of parliamentarians and general tax payers, official sources said.Pakistan is the 4th country in the world which is issuing tax directories and had been publishing for the last two years.",ISLAMABAD,442,2016-09-09T00:00:00.000Z,8,Taxpayers directory to be launched today,business,2230
"ISLAMABAD: Export of fresh fruits from the country during first two months of current financial year registered an increase of 56.99 percent as compared to the corresponding period of last financial year.</strongAbout 74,297 metric tons of fresh fruit of different kinds worth US$ 61.586 million were exported during the period from July-August, 2016 as against the exports of same period of last year.The fruit exports from the country during July-August, 2015 were recorded at 49,036 million tons valuing US$ 39.230 million, according the data of Pakistan Bureau of Statistics.However, vegetable exports decreased by 43.11 percent during the period under review and it was recorded at 73,944 metric tons worth US$ 18.849 million as against the exports of 127,810 metric tons valuing US$ 33.131 million of same period of last financial year.In first two-months of current financial year, no quantity of leguminous vegetables (pulses) were export as compared to the same period of last year, it added.Meanwhile, wheat exports from the country witnessed 100 percent increase in first two months of current financial year as about 200 metric tons of wheat exported as against the exports of same period of last year.The country earned US$ 0.77 million by exporting the surplus wheat to different countries as the export of the commodity was recorded at zero level during first two month of last financial year.From July-August, 2016, exports of nuts, oil seed and kernals grew by 134.96 percent and 1,948 metric tons of above mention commodities were exported to earn US$ 3.468 million as compared to the exports of 1,080 metric tons valuing US$ 1.46 million of same period last year.It is worth mentioning here that food group exports from the country during first two months registered an decrease of 23.15 percent as it came down from US$ 514.218 million to US$ 395.188 million.On the other hand, import of the food group in the country swell by 15 percent as county spent US$ 883.348 million to fulfill the local needs of food items including milk, cream and milk food for infants, spices, tea soyabean and palm oil import.The import of the food group during first two months of last financial year was recorded at US$ 786.148 million.",ISLAMABAD,2244,2016-09-22T00:00:00.000Z,8,Fruits export 5699 vegetable 4311 two,business,2242
"Grocery shopping can be fun or a chore depending on how stressed out you are. But there are ways to make grocery shopping enjoyable, especially if you know that there are rewards to be had. So sit back and read on how to take the hassle out of grocery shopping.</strong1. Pay with credit card</strongThe best thing about paying with a credit card is that you do not have to worry about running to ATM if you are short of cash. And on most credit cards you get reward points for shopping over a certain amount. Not only that you may just get double reward points on some credit cards. Make sure to check with your bank.<br/><br/><img alt="""" height=""676"" src=""https://www.thenews.com.pk/assets/front/tiny_mce/source/Faisal-Bank-Shop-2T.jpg"" style=""width: 100%;"" width=""644""/2. Shop with a list</strongNow that you have cut down the bulk in your wallet and put in a sleek card, you just need one other piece of paper, a good old shopping list. And yes, you may have the Notes function in your Iphone but trust us when we say this, putting pen to paper to make a list is the best way to keep track of what you want. When you have your list on your phone, you are bound to get distracted with notifications and end up buying what you don’t need. A list helps you stay on track and using a pen to tick off items is strangely therapeutic.3. Buy in bulk</strongIt is best to buy items like toilet paper, milk and oil in bulk because these are fast consumed in your home. And with the rewards program on your credit card, you can be earning some major points on shopping in bulk. So make use of those reward points today.<br/><br/><img alt="""" height=""676"" src=""https://www.thenews.com.pk/assets/front/tiny_mce/source/Faisal-Bank-Shop-3T.jpg"" style=""width: 100%;"" width=""676""/So there you have it, three simple ways to take the groan out of grocery shopping and make it enjoyable and fun. Happy shopping!","Grocery shopping can be fun or a chore depending on how stressed out you are. But there are ways to make grocery shopping enjoyable, especially if you know that there are rewards to be had. So sit back and read on how to take the hassle out of grocery shopping.</strong1. Pay with credit card</strongThe best thing about paying with a credit card is that you do not have to worry about running to ATM if you are short of cash. And on most credit cards you get reward points for shopping over a certain amount. Not only that you may just get double reward points on some credit cards. Make sure to check with your bank.<br/><br/><img alt="""" height=""676"" src=""https",1922,2016-09-27T00:00:00.000Z,8,Three ways to make grocery shopping easy,business,2251
"ANKARA: The number of foreigners visiting Turkey plummeted nearly 38 percent in August, with tourism battered by the July failed coup and security concerns after attacks, statistics showed Thursday.</strongThe figures are the first to show visitor numbers for a full month after the attempted putsch which saw a rogue military faction try to oust President Recep Tayyip Erdogan from power and attempt to seize Istanbul´s main international airport.Some 3.18 million visitors came to Turkey in August this year, down 37.96 percent on August 2015, the tourism ministry said in its latest release.June saw the sharpest drop of 40.86 percent compared with the previous year, while in July, the number of arrivals fell by 36.72 percent.The tourism industry had already been hit before the coup by a string of attacks this year including the triple suicide bombing at Istanbul´s main airport in June which left 47 dead and was blamed on the Islamic State group.Last month, 57 people including 34 children were killed in a suicide bombing during a Kurdish wedding in the southern city of Gaziantep. IS was again blamed by Turkish authorities.The tourism industry last year was worth $35.1 billion in revenues and it accounts for 4.4 percent of GDP in Turkey.Despite normalising ties with Moscow in June and the lifting of travel sanctions this summer, visitor numbers to Turkey from Russia fell 83.63 percent last month compared with the previous year.In August 2015, the overall number of Russian visitors was nearly 640,000 but this year´s figure for August was under 105,000, in a devastating blow to tourism on Turkey´s Mediterranean coast.However, the resumption of charter flights to Turkish resorts at the start of September could see a welcome rise in Russian visitors.Arrivals in August from the key tourism market of Germany were down 34.5 percent while arrivals from Iran -- an increasing source of tourism -- fell almost 32 percent.Saudi Arabia was the only key tourism market to see any growth with visitor numbers from the kingdom reversing the trend and doubling in August 2015.In its latest trading update Tuesday, British travel operator Thomas Cook Group said that there was strong demand for most destinations except Turkey.The operator saw a four percent slump in bookings because of Turkey where ""demand continues to be volatile"", Peter Fankhauser, the group´s chief executive, said in a statement.",ANKARA,2419,2016-09-29T00:00:00.000Z,8,Turkey suffers 38 visitor drop coup hits touri,business,2257
"SINGAPORE: Oil prices surged Thursday after the OPEC producers´ group surprised the market with a deal to slash output.</strongAt the end of six hours of negotiations and weeks of horse trading, OPEC announced the plan to cut production to a level of 32.5-33 million barrels per day (bpd) from 33.47 billion, bpd in August, the International Energy Agency (IEA) said.The informal meeting was held on the sidelines of an IEA meeting in a bid to stabilise prices that have been battered by a stubborn supply glut since 2014.Oil prices soared by as much as six percent following the news and extended gains in Asian trade on Thursday although at a slower pace.At around 0100 GMT, US benchmark West Texas Intermediate (WTI) for delivery in November was up 23 cents to $47.29 and Brent crude for November added 22 cents to $48.91 a barrel.The decision to cut output caught the market offguard.Market watchers had been pessimistic about a cut or a freeze after similar efforts fell apart in April due to disagreements between OPEC majors Saudi Arabia and Iran.Angus Nicholson, a Melbourne-based analyst with IG Markets said the OPEC decision was the main impetus for the price surge but said details of the deal ""sound a bit fuzzy at the moment"".""There is the possibility that OPEC managed to commit to a weak deal at this meeting that may pave the way for a more comprehensive production cut at the November meeting,"" he said in a note, referring to OPEC´s formal meeting on November 30.""A more comprehensive deal from OPEC and Russia at the November meeting would easily clear the way for WTI oil to trade around US$55.""Nicholson also said official data showing a fall in the weekly US commercial crude inventories helped to boost the market.The US Energy Information Administration said Wednesday that crude stocks in the world´s top oil consumer fell by 1.9 million barrels, confounding expectations for a rise of three million barrels.A decline in crude stocks signals stronger consumption and is positive for oil prices.""This has now been four straight weeks of back-to-back declines in crude oil inventories, which is also very supportive of the spot price,"" Nicholson said.",SINGAPORE,2182,2016-09-29T00:00:00.000Z,8,Oil prices surge after OPECs surprise output cut d,business,2264
"STOCKHOLM: The World Bank´s new chief economist is among those tipped to win the Nobel Economics Prize on Monday, as the awards season moves into a second week.</strongThe economics prize is unique among the Nobel awards in that it was created by the Swedish central bank in 1968 -- the others were all set up through the 1895 will of Swedish inventor and philanthropist Alfred Nobel.This year, economists working on growth and labour markets are among those vying for the prize, which will be announced on Monday at 11:45 am (0945 GMT).The committee has a tendency to honour pairs or trios of economists, although last year a single laureate, US-British researcher Angus Deaton, was chosen for his groundbreaking work on poverty.Paul Romer -- the US academic, activist and entrepreneur who was appointed chief economist of the World Bank in July -- is favourite to win, according to Sweden´s Dagens Nyheterm newspaper, for his pioneering work on endogenous growth theory.This relatively new area of research tries to incorporate the way that people innovate and develop technologies into models of economic growth.Romer´s employers are certainly rooting for him: last week New York University´s Stern Business School, where he teaches, accidentally published a press release naming him as the winner and inviting journalists to a news conference.The school hastily withdrew the statement and apologised, saying it was merely preparing for a possible win and that it had been published accidentally. ""We are deeply sorry that these routine preparations may appear presumptuous,"" it said.Other names circulating include 94-year-old William Baumol of the US, a labour market specialist, and Indian-born US economist Jagdish Bhagwati, a free trade researcher.Bhagwati has played ""a large if subtle role in keeping protectionism from being respectable,"" according to the 2008 Nobel economics laureate Paul Krugman.Of the 76 economics prize laureates, Americans dominate the list overwhelmingly, with 55 winners.If the Nobel committee were to look elsewhere this year, it could set its sights on France´s Olivier Blanchard, former chief economist at the IMF, or Swedish professor and ex-central banker Lars E.O. Svensson for his work on monetary policy./><- ´Time for a woman´ -</strong Still more Americans have been named as possible winners: Douglas Diamond and Philip Dybvig for their work on financial panic models, or Robert Townsend for his work on risk and insurance in developing economies.Michael Woodford, a monetary theorist currently teaching at Columbia University, and Robert Barro, who researches the factors that determine economic growth, are also mentioned as serious candidates.Women remain largely absent from the list of economics laureates. Only one woman has won the prize -- Elinor Ostrom, in 2009.But French-American Esther Duflo, 43, would be an ideal laureate, according to economist Micael Dahlen, interviewed in Swedish daily Svenska Dagbladet.""It´s high time for a woman to get the prize, for someone under the age of retirement to get it, and because her research is groundbreaking in the fields of poverty and economics, among other things,"" he said.The economics prize is the fifth of the six Nobel prizes to be announced this year.Last week, the awards for medicine, physics, and chemistry were announced, as well as the peace prize, which went to Colombia´s President Juan Manuel Santos for his efforts to end a half-century war with the FARC rebels.The final prize, for literature, will be announced Thursday.For that award, the Swedish Academy could tap a superstar novelist such as Philip Roth of the US or Haruki Murakami of Japan, or a lesser-known writer such as Norwegian playwright Jon Fosse or Syrian poet Adonis.The Nobel prize consists of a diploma, a gold medal and cheque for eight million Swedish kronor (828,000 euros, $928,000), which the laureates will receive at a ceremony in Stockholm on December 10. ",STOCKHOLM,3966,2016-10-10T00:00:00.000Z,8,World Banks top economist tipped for Nob,business,2283
"ISLAMABAD: The State Bank of Pakistan (SBP) will issue Rs. 10 regular coin from Monday (Oct 24) through the exchange counters of all the field offices of SBP Banking Services Corporation.</strongThe Federal Government through a notification authorized the SBP to issue Rs. 10 regular coin said SBP press statement.This coin will be issued through the exchange counters of all the field offices of SBP Banking Services Corporation from 24th October 2016 said SBP statement.The coin is yellow in colour and round with serrations on the edge and a diameter of 25.5 mm. It weighs 5.50 grams, it added.According to the details of the coin the waxing crescent moon and a five pointed star facing North West in rising position is in the center on the obverse side of the coin.Alongwith periphery on the top of the crescent star is inscribed Islami Jomhuriya Pakistan in Urdu script.Below the crescent and at the top of two springs of wheat with arms curved upward there is the year of issuance.A circle of small beads is all along the edge of the coin.The reverse side of the coin is decorated with the front side picture of Faisal Mosque with Doves flying over it.The face value of the coin in numeral wording 10 in bold letters and Rupee in Urdu script is inscribed at lower side of the coin.A circle of small beads is all along the edge of the coin.",ISLAMABAD,1352,2016-10-22T00:00:00.000Z,8,SBP issue Rs10 regular coin Monday,business,2298
